State,Year,Quarter,District,Registered_Users,YearQuarter
Gujarat,2021,1,Chhotaudepur,61097,2021-Q1
Gujarat,2021,1,Botad,126302,2021-Q1
Gujarat,2021,1,Bharuch,548541,2021-Q1
Gujarat,2021,1,Bhavnagar,450462,2021-Q1
Gujarat,2021,1,Junagadh,192500,2021-Q1
Gujarat,2021,1,Mahesana,500511,2021-Q1
Gujarat,2021,1,The Dangs,17658,2021-Q1
Gujarat,2021,1,Kheda,304909,2021-Q1
Gujarat,2021,1,Surat,2458596,2021-Q1
Gujarat,2021,1,Porbandar,67063,2021-Q1
Gujarat,2021,1,Gandhinagar,615315,2021-Q1
Gujarat,2021,1,Panch Mahals,197602,2021-Q1
Gujarat,2021,1,Narmada,54427,2021-Q1
Gujarat,2021,1,Gir Somnath,163763,2021-Q1
Gujarat,2021,1,Valsad,489062,2021-Q1
Gujarat,2021,1,Mahisagar,88343,2021-Q1
Gujarat,2021,1,Sabar Kantha,259578,2021-Q1
Gujarat,2021,1,Tapi,102144,2021-Q1
Gujarat,2021,1,Vadodara,1053954,2021-Q1
Gujarat,2021,1,Banas Kantha,598384,2021-Q1
Gujarat,2021,1,Amreli,189252,2021-Q1
Gujarat,2021,1,Ahmadabad,2999575,2021-Q1
Gujarat,2021,1,Dohad,144445,2021-Q1
Gujarat,2021,1,Navsari,216841,2021-Q1
Gujarat,2021,1,Patan,246083,2021-Q1
Gujarat,2021,1,Kachchh,505517,2021-Q1
Gujarat,2021,1,Surendranagar,234429,2021-Q1
Gujarat,2021,1,Morbi,205529,2021-Q1
Gujarat,2021,2,Anand,422965,2021-Q2
Gujarat,2021,2,Jamnagar,287113,2021-Q2
Gujarat,2021,2,Devbhumi Dwarka,98957,2021-Q2
Gujarat,2021,2,Rajkot,726817,2021-Q2
Gujarat,2021,2,Aravallis,158083,2021-Q2
Gujarat,2021,2,Chhotaudepur,66155,2021-Q2
Gujarat,2021,2,Botad,135845,2021-Q2
Gujarat,2021,2,Bharuch,588777,2021-Q2
Gujarat,2021,2,Bhavnagar,483224,2021-Q2
Gujarat,2021,2,Junagadh,207118,2021-Q2
Gujarat,2021,2,Mahesana,536645,2021-Q2
Gujarat,2021,2,The Dangs,19033,2021-Q2
Gujarat,2021,2,Kheda,327251,2021-Q2
Gujarat,2021,2,Surat,2633443,2021-Q2
Gujarat,2021,2,Porbandar,72172,2021-Q2
Gujarat,2021,2,Gandhinagar,658428,2021-Q2
Gujarat,2021,2,Panch Mahals,212616,2021-Q2
Gujarat,2021,2,Narmada,58790,2021-Q2
Gujarat,2021,2,Gir Somnath,176061,2021-Q2
Gujarat,2021,2,Valsad,524614,2021-Q2
Gujarat,2021,2,Mahisagar,95143,2021-Q2
Gujarat,2021,2,Sabar Kantha,278539,2021-Q2
Gujarat,2021,2,Tapi,109719,2021-Q2
Gujarat,2021,2,Vadodara,1127636,2021-Q2
Gujarat,2021,2,Banas Kantha,645073,2021-Q2
Gujarat,2021,2,Amreli,204136,2021-Q2
Gujarat,2021,2,Ahmadabad,3209841,2021-Q2
Gujarat,2021,2,Dohad,155988,2021-Q2
Gujarat,2021,2,Navsari,232448,2021-Q2
Gujarat,2021,2,Patan,265040,2021-Q2
Gujarat,2021,2,Kachchh,543585,2021-Q2
Gujarat,2021,2,Surendranagar,253097,2021-Q2
Gujarat,2021,2,Morbi,221629,2021-Q2
Gujarat,2021,3,Anand,454516,2021-Q3
Gujarat,2021,3,Jamnagar,309842,2021-Q3
Gujarat,2021,3,Devbhumi Dwarka,107517,2021-Q3
Gujarat,2021,3,Rajkot,782611,2021-Q3
Gujarat,2021,3,Aravallis,171101,2021-Q3
Gujarat,2021,3,Chhotaudepur,72071,2021-Q3
Gujarat,2021,3,Botad,146842,2021-Q3
Gujarat,2021,3,Bharuch,634589,2021-Q3
Gujarat,2021,3,Bhavnagar,520764,2021-Q3
Gujarat,2021,3,Junagadh,223916,2021-Q3
Gujarat,2021,3,Mahesana,578072,2021-Q3
Gujarat,2021,3,The Dangs,20709,2021-Q3
Gujarat,2021,3,Kheda,352948,2021-Q3
Gujarat,2021,3,Surat,2830392,2021-Q3
Gujarat,2021,3,Porbandar,78063,2021-Q3
Gujarat,2021,3,Gandhinagar,706654,2021-Q3
Gujarat,2021,3,Panch Mahals,229915,2021-Q3
Gujarat,2021,3,Narmada,63821,2021-Q3
Gujarat,2021,3,Gir Somnath,190336,2021-Q3
Gujarat,2021,3,Valsad,565423,2021-Q3
Gujarat,2021,3,Mahisagar,103140,2021-Q3
Gujarat,2021,3,Sabar Kantha,300258,2021-Q3
Gujarat,2021,3,Tapi,118730,2021-Q3
Gujarat,2021,3,Vadodara,1210266,2021-Q3
Gujarat,2021,3,Banas Kantha,698841,2021-Q3
Gujarat,2021,3,Amreli,221334,2021-Q3
Gujarat,2021,3,Ahmadabad,3445024,2021-Q3
Gujarat,2021,3,Dohad,169037,2021-Q3
Gujarat,2021,3,Navsari,250233,2021-Q3
Gujarat,2021,3,Patan,287021,2021-Q3
Gujarat,2021,3,Kachchh,587589,2021-Q3
Gujarat,2021,3,Surendranagar,274891,2021-Q3
Gujarat,2021,3,Morbi,240295,2021-Q3
Gujarat,2021,4,Anand,485306,2021-Q4
Gujarat,2021,4,Jamnagar,331942,2021-Q4
Gujarat,2021,4,Devbhumi Dwarka,115900,2021-Q4
Gujarat,2021,4,Rajkot,837869,2021-Q4
Gujarat,2021,4,Aravallis,183617,2021-Q4
Gujarat,2021,4,Chhotaudepur,77777,2021-Q4
Gujarat,2021,4,Botad,157462,2021-Q4
Gujarat,2021,4,Bharuch,679705,2021-Q4
Gujarat,2021,4,Bhavnagar,558013,2021-Q4
Gujarat,2021,4,Junagadh,240022,2021-Q4
Gujarat,2021,4,Mahesana,618376,2021-Q4
Gujarat,2021,4,The Dangs,22325,2021-Q4
Gujarat,2021,4,Kheda,377827,2021-Q4
Gujarat,2021,4,Surat,3026960,2021-Q4
Gujarat,2021,4,Porbandar,83713,2021-Q4
Gujarat,2021,4,Gandhinagar,754369,2021-Q4
Gujarat,2021,4,Panch Mahals,246694,2021-Q4
Gujarat,2021,4,Narmada,68577,2021-Q4
Gujarat,2021,4,Gir Somnath,204170,2021-Q4
Gujarat,2021,4,Valsad,605655,2021-Q4
Gujarat,2021,4,Mahisagar,110939,2021-Q4
Gujarat,2021,4,Sabar Kantha,321717,2021-Q4
Gujarat,2021,4,Tapi,127186,2021-Q4
Gujarat,2021,4,Vadodara,1292097,2021-Q4
Gujarat,2021,4,Banas Kantha,751116,2021-Q4
Gujarat,2021,4,Amreli,237874,2021-Q4
Gujarat,2021,4,Ahmadabad,3679243,2021-Q4
Gujarat,2021,4,Dohad,181787,2021-Q4
Gujarat,2021,4,Navsari,267352,2021-Q4
Gujarat,2021,4,Patan,308499,2021-Q4
Gujarat,2021,4,Kachchh,630878,2021-Q4
Gujarat,2021,4,Surendranagar,295801,2021-Q4
Gujarat,2021,4,Morbi,258433,2021-Q4
Gujarat,2022,1,Anand,514400,2022-Q1
Gujarat,2022,1,Jamnagar,352844,2022-Q1
Gujarat,2022,1,Devbhumi Dwarka,123599,2022-Q1
Gujarat,2022,1,Rajkot,889499,2022-Q1
Gujarat,2022,1,Aravallis,195778,2022-Q1
Gujarat,2022,1,Chhotaudepur,83102,2022-Q1
Gujarat,2022,1,Botad,167646,2022-Q1
Gujarat,2022,1,Bharuch,722367,2022-Q1
Gujarat,2022,1,Bhavnagar,593259,2022-Q1
Gujarat,2022,1,Junagadh,255421,2022-Q1
Gujarat,2022,1,Mahesana,656908,2022-Q1
Gujarat,2022,1,The Dangs,23744,2022-Q1
Gujarat,2022,1,Kheda,401982,2022-Q1
Gujarat,2022,1,Surat,3210535,2022-Q1
Gujarat,2022,1,Porbandar,89084,2022-Q1
Gujarat,2022,1,Gandhinagar,799301,2022-Q1
Gujarat,2022,1,Panch Mahals,263066,2022-Q1
Gujarat,2022,1,Narmada,73152,2022-Q1
Gujarat,2022,1,Gir Somnath,217816,2022-Q1
Gujarat,2022,1,Valsad,643742,2022-Q1
Gujarat,2022,1,Mahisagar,118430,2022-Q1
Gujarat,2022,1,Sabar Kantha,342020,2022-Q1
Gujarat,2022,1,Tapi,135297,2022-Q1
Gujarat,2022,1,Vadodara,1368210,2022-Q1
Gujarat,2022,1,Banas Kantha,802470,2022-Q1
Gujarat,2022,1,Amreli,253714,2022-Q1
Gujarat,2022,1,Ahmadabad,3897869,2022-Q1
Gujarat,2022,1,Dohad,194298,2022-Q1
Gujarat,2022,1,Navsari,283795,2022-Q1
Gujarat,2022,1,Patan,329312,2022-Q1
Gujarat,2022,1,Kachchh,671465,2022-Q1
Gujarat,2022,1,Surendranagar,315677,2022-Q1
Gujarat,2022,1,Morbi,275512,2022-Q1
Gujarat,2022,2,Anand,541890,2022-Q2
Gujarat,2022,2,Jamnagar,372354,2022-Q2
Gujarat,2022,2,Devbhumi Dwarka,130591,2022-Q2
Gujarat,2022,2,Rajkot,937863,2022-Q2
Gujarat,2022,2,Aravallis,206898,2022-Q2
Gujarat,2022,2,Chhotaudepur,87903,2022-Q2
Gujarat,2022,2,Botad,177233,2022-Q2
Gujarat,2022,2,Bharuch,762752,2022-Q2
Gujarat,2022,2,Bhavnagar,626197,2022-Q2
Gujarat,2022,2,Junagadh,269699,2022-Q2
Gujarat,2022,2,Mahesana,692794,2022-Q2
Gujarat,2022,2,The Dangs,25026,2022-Q2
Gujarat,2022,2,Kheda,424243,2022-Q2
Gujarat,2022,2,Surat,3385398,2022-Q2
Gujarat,2022,2,Porbandar,93938,2022-Q2
Gujarat,2022,2,Gandhinagar,841732,2022-Q2
Gujarat,2022,2,Panch Mahals,277783,2022-Q2
Gujarat,2022,2,Narmada,77313,2022-Q2
Gujarat,2022,2,Gir Somnath,230290,2022-Q2
Gujarat,2022,2,Valsad,679340,2022-Q2
Gujarat,2022,2,Mahisagar,125105,2022-Q2
Gujarat,2022,2,Sabar Kantha,360675,2022-Q2
Gujarat,2022,2,Tapi,142824,2022-Q2
Gujarat,2022,2,Vadodara,1440949,2022-Q2
Gujarat,2022,2,Banas Kantha,849884,2022-Q2
Gujarat,2022,2,Amreli,268232,2022-Q2
Gujarat,2022,2,Ahmadabad,4105172,2022-Q2
Gujarat,2022,2,Dohad,205476,2022-Q2
Gujarat,2022,2,Navsari,299199,2022-Q2
Gujarat,2022,2,Patan,348256,2022-Q2
Gujarat,2022,2,Kachchh,709339,2022-Q2
Gujarat,2022,2,Surendranagar,333698,2022-Q2
Gujarat,2022,2,Morbi,291550,2022-Q2
Gujarat,2022,3,Anand,570211,2022-Q3
Gujarat,2022,3,Jamnagar,391677,2022-Q3
Gujarat,2022,3,Devbhumi Dwarka,136943,2022-Q3
Gujarat,2022,3,Rajkot,986904,2022-Q3
Gujarat,2022,3,Aravallis,217755,2022-Q3
Gujarat,2022,3,Chhotaudepur,92089,2022-Q3
Gujarat,2022,3,Botad,186625,2022-Q3
Gujarat,2022,3,Bharuch,803845,2022-Q3
Gujarat,2022,3,Bhavnagar,659228,2022-Q3
Gujarat,2022,3,Junagadh,283145,2022-Q3
Gujarat,2022,3,Mahesana,729723,2022-Q3
Gujarat,2022,3,The Dangs,26180,2022-Q3
Gujarat,2022,3,Kheda,446779,2022-Q3
Gujarat,2022,3,Surat,3567767,2022-Q3
Gujarat,2022,3,Porbandar,98587,2022-Q3
Gujarat,2022,3,Gandhinagar,885535,2022-Q3
Gujarat,2022,3,Panch Mahals,292755,2022-Q3
Gujarat,2022,3,Narmada,81169,2022-Q3
Gujarat,2022,3,Gir Somnath,242764,2022-Q3
Gujarat,2022,3,Valsad,716467,2022-Q3
Gujarat,2022,3,Mahisagar,131554,2022-Q3
Gujarat,2022,3,Sabar Kantha,379718,2022-Q3
Gujarat,2022,3,Tapi,149968,2022-Q3
Gujarat,2022,3,Vadodara,1515556,2022-Q3
Gujarat,2022,3,Banas Kantha,896869,2022-Q3
Gujarat,2022,3,Amreli,281819,2022-Q3
Gujarat,2022,3,Ahmadabad,4319512,2022-Q3
Gujarat,2022,3,Dohad,216199,2022-Q3
Gujarat,2022,3,Navsari,314617,2022-Q3
Gujarat,2022,3,Patan,367059,2022-Q3
Gujarat,2022,3,Kachchh,747079,2022-Q3
Gujarat,2022,3,Surendranagar,351078,2022-Q3
Gujarat,2022,3,Morbi,307545,2022-Q3
Gujarat,2022,4,Anand,596600,2022-Q4
Gujarat,2022,4,Jamnagar,409567,2022-Q4
Gujarat,2022,4,Devbhumi Dwarka,142445,2022-Q4
Gujarat,2022,4,Rajkot,1033159,2022-Q4
Gujarat,2022,4,Aravallis,227402,2022-Q4
Gujarat,2022,4,Chhotaudepur,95806,2022-Q4
Gujarat,2022,4,Botad,195219,2022-Q4
Gujarat,2022,4,Bharuch,842519,2022-Q4
Gujarat,2022,4,Bhavnagar,690130,2022-Q4
Gujarat,2022,4,Junagadh,294941,2022-Q4
Gujarat,2022,4,Mahesana,763693,2022-Q4
Gujarat,2022,4,The Dangs,27218,2022-Q4
Gujarat,2022,4,Kheda,467640,2022-Q4
Gujarat,2022,4,Surat,3747780,2022-Q4
Gujarat,2022,4,Porbandar,102643,2022-Q4
Gujarat,2022,4,Gandhinagar,927585,2022-Q4
Gujarat,2022,4,Panch Mahals,306278,2022-Q4
Gujarat,2022,4,Narmada,84596,2022-Q4
Gujarat,2022,4,Gir Somnath,254045,2022-Q4
Gujarat,2022,4,Valsad,751767,2022-Q4
Gujarat,2022,4,Mahisagar,137511,2022-Q4
Gujarat,2022,4,Sabar Kantha,397066,2022-Q4
Gujarat,2022,4,Tapi,156189,2022-Q4
Gujarat,2022,4,Vadodara,1587831,2022-Q4
Gujarat,2022,4,Banas Kantha,939693,2022-Q4
Gujarat,2022,4,Amreli,293382,2022-Q4
Gujarat,2022,4,Ahmadabad,4530853,2022-Q4
Gujarat,2022,4,Dohad,226068,2022-Q4
Gujarat,2022,4,Navsari,328740,2022-Q4
Gujarat,2022,4,Patan,384293,2022-Q4
Gujarat,2022,4,Kachchh,781383,2022-Q4
Gujarat,2022,4,Surendranagar,366161,2022-Q4
Gujarat,2022,4,Morbi,322150,2022-Q4
Haryana,2018,1,Yamunanagar,46198,2018-Q1
Haryana,2018,1,Sonipat,79638,2018-Q1
Haryana,2018,1,Jind,51815,2018-Q1
Haryana,2018,1,Rohtak,62452,2018-Q1
Haryana,2018,1,Faridabad,231504,2018-Q1
Haryana,2018,1,Mahendragarh,45460,2018-Q1
Haryana,2018,1,Hisar,113872,2018-Q1
Haryana,2018,1,Karnal,73612,2018-Q1
Haryana,2018,1,Fatehabad,48955,2018-Q1
Haryana,2018,1,Palwal,48774,2018-Q1
Haryana,2018,1,Charkhi Dadri,14712,2018-Q1
Haryana,2018,1,Ambala,54127,2018-Q1
Haryana,2018,1,Rewari,85350,2018-Q1
Haryana,2018,1,Panchkula,41867,2018-Q1
Haryana,2018,1,Bhiwani,57585,2018-Q1
Haryana,2018,1,Sirsa,70800,2018-Q1
Haryana,2018,1,Mewat,29541,2018-Q1
Haryana,2018,1,Panipat,74739,2018-Q1
Haryana,2018,1,Gurugram,474081,2018-Q1
Haryana,2018,1,Kaithal,41222,2018-Q1
Haryana,2018,1,Kurukshetra,47932,2018-Q1
Haryana,2018,1,Jhajjar,53121,2018-Q1
Haryana,2018,2,Yamunanagar,62261,2018-Q2
Haryana,2018,2,Sonipat,106837,2018-Q2
Haryana,2018,2,Jind,68635,2018-Q2
Haryana,2018,2,Rohtak,82822,2018-Q2
Haryana,2018,2,Faridabad,306358,2018-Q2
Haryana,2018,2,Mahendragarh,60336,2018-Q2
Haryana,2018,2,Hisar,147599,2018-Q2
Haryana,2018,2,Karnal,98276,2018-Q2
Haryana,2018,2,Fatehabad,63066,2018-Q2
Haryana,2018,2,Palwal,64886,2018-Q2
Haryana,2018,2,Charkhi Dadri,19559,2018-Q2
Haryana,2018,2,Ambala,73358,2018-Q2
Haryana,2018,2,Rewari,113056,2018-Q2
Haryana,2018,2,Panchkula,56729,2018-Q2
Haryana,2018,2,Bhiwani,75485,2018-Q2
Haryana,2018,2,Sirsa,91908,2018-Q2
Haryana,2018,2,Mewat,41358,2018-Q2
Haryana,2018,2,Panipat,101243,2018-Q2
Haryana,2018,2,Gurugram,621718,2018-Q2
Haryana,2018,2,Kaithal,55832,2018-Q2
Haryana,2018,2,Kurukshetra,64186,2018-Q2
Haryana,2018,2,Jhajjar,71713,2018-Q2
Haryana,2018,3,Yamunanagar,77303,2018-Q3
Haryana,2018,3,Sonipat,132705,2018-Q3
Haryana,2018,3,Jind,84500,2018-Q3
Haryana,2018,3,Rohtak,101649,2018-Q3
Haryana,2018,3,Faridabad,383316,2018-Q3
Haryana,2018,3,Mahendragarh,74545,2018-Q3
Haryana,2018,3,Hisar,176380,2018-Q3
Haryana,2018,3,Karnal,121471,2018-Q3
Haryana,2018,3,Fatehabad,75108,2018-Q3
Haryana,2018,3,Palwal,81688,2018-Q3
Haryana,2018,3,Charkhi Dadri,24373,2018-Q3
Haryana,2018,3,Ambala,92472,2018-Q3
Haryana,2018,3,Rewari,138368,2018-Q3
Haryana,2018,3,Panchkula,71245,2018-Q3
Haryana,2018,3,Bhiwani,92291,2018-Q3
Haryana,2018,3,Sirsa,109165,2018-Q3
Haryana,2018,3,Mewat,53421,2018-Q3
Haryana,2018,3,Panipat,124290,2018-Q3
Haryana,2018,3,Gurugram,767369,2018-Q3
Haryana,2018,3,Kaithal,68422,2018-Q3
Haryana,2018,3,Kurukshetra,80097,2018-Q3
Haryana,2018,3,Jhajjar,90220,2018-Q3
Haryana,2018,4,Yamunanagar,94449,2018-Q4
Haryana,2018,4,Sonipat,165599,2018-Q4
Haryana,2018,4,Jind,103156,2018-Q4
Haryana,2018,4,Rohtak,124365,2018-Q4
Haryana,2018,4,Faridabad,521996,2018-Q4
Haryana,2018,4,Mahendragarh,91223,2018-Q4
Haryana,2018,4,Hisar,210671,2018-Q4
Haryana,2018,4,Karnal,149062,2018-Q4
Haryana,2018,4,Fatehabad,88259,2018-Q4
Haryana,2018,4,Palwal,113042,2018-Q4
Haryana,2018,4,Charkhi Dadri,29865,2018-Q4
Haryana,2018,4,Ambala,114192,2018-Q4
Haryana,2018,4,Rewari,172035,2018-Q4
Haryana,2018,4,Panchkula,88703,2018-Q4
Haryana,2018,4,Bhiwani,111607,2018-Q4
Haryana,2018,4,Sirsa,127874,2018-Q4
Haryana,2018,4,Mewat,71400,2018-Q4
Haryana,2018,4,Panipat,153137,2018-Q4
Haryana,2018,4,Gurugram,967781,2018-Q4
Haryana,2018,4,Kaithal,82556,2018-Q4
Haryana,2018,4,Kurukshetra,97619,2018-Q4
Haryana,2018,4,Jhajjar,114488,2018-Q4
Haryana,2019,1,Yamunanagar,111935,2019-Q1
Haryana,2019,1,Sonipat,199593,2019-Q1
Haryana,2019,1,Jind,121923,2019-Q1
Haryana,2019,1,Rohtak,147392,2019-Q1
Haryana,2019,1,Faridabad,634024,2019-Q1
Haryana,2019,1,Mahendragarh,109746,2019-Q1
Haryana,2019,1,Hisar,245236,2019-Q1
Haryana,2019,1,Karnal,177042,2019-Q1
Haryana,2019,1,Fatehabad,101001,2019-Q1
Haryana,2019,1,Palwal,141953,2019-Q1
Haryana,2019,1,Charkhi Dadri,35788,2019-Q1
Haryana,2019,1,Ambala,136012,2019-Q1
Haryana,2019,1,Rewari,207051,2019-Q1
Haryana,2019,1,Panchkula,105044,2019-Q1
Haryana,2019,1,Bhiwani,132014,2019-Q1
Haryana,2019,1,Sirsa,146936,2019-Q1
Haryana,2019,1,Mewat,92292,2019-Q1
Haryana,2019,1,Panipat,181548,2019-Q1
Haryana,2019,1,Gurugram,1159832,2019-Q1
Haryana,2019,1,Kaithal,97311,2019-Q1
Haryana,2019,1,Kurukshetra,115295,2019-Q1
Haryana,2019,1,Jhajjar,139799,2019-Q1
Haryana,2019,2,Yamunanagar,128212,2019-Q2
Haryana,2019,2,Sonipat,230883,2019-Q2
Haryana,2019,2,Jind,138962,2019-Q2
Haryana,2019,2,Rohtak,169372,2019-Q2
Haryana,2019,2,Faridabad,716593,2019-Q2
Haryana,2019,2,Mahendragarh,127605,2019-Q2
Haryana,2019,2,Hisar,277720,2019-Q2
Haryana,2019,2,Karnal,204255,2019-Q2
Haryana,2019,2,Fatehabad,112543,2019-Q2
Haryana,2019,2,Palwal,165665,2019-Q2
Haryana,2019,2,Charkhi Dadri,42051,2019-Q2
Haryana,2019,2,Ambala,157049,2019-Q2
Haryana,2019,2,Rewari,238349,2019-Q2
Haryana,2019,2,Panchkula,120567,2019-Q2
Haryana,2019,2,Bhiwani,151200,2019-Q2
Haryana,2019,2,Sirsa,163468,2019-Q2
Haryana,2019,2,Mewat,111194,2019-Q2
Haryana,2019,2,Panipat,208172,2019-Q2
Haryana,2019,2,Gurugram,1307319,2019-Q2
Haryana,2019,2,Kaithal,110900,2019-Q2
Haryana,2019,2,Kurukshetra,132749,2019-Q2
Haryana,2019,2,Jhajjar,163202,2019-Q2
Haryana,2019,3,Yamunanagar,143922,2019-Q3
Haryana,2019,3,Sonipat,261554,2019-Q3
Haryana,2019,3,Jind,154136,2019-Q3
Haryana,2019,3,Rohtak,190137,2019-Q3
Haryana,2019,3,Faridabad,792884,2019-Q3
Haryana,2019,3,Mahendragarh,144934,2019-Q3
Haryana,2019,3,Hisar,308179,2019-Q3
Haryana,2019,3,Karnal,230603,2019-Q3
Haryana,2019,3,Fatehabad,124153,2019-Q3
Haryana,2019,3,Palwal,188217,2019-Q3
Haryana,2019,3,Charkhi Dadri,47499,2019-Q3
Haryana,2019,3,Ambala,176487,2019-Q3
Haryana,2019,3,Rewari,266893,2019-Q3
Haryana,2019,3,Panchkula,134405,2019-Q3
Haryana,2019,3,Bhiwani,168827,2019-Q3
Haryana,2019,3,Sirsa,179271,2019-Q3
Haryana,2019,3,Mewat,129646,2019-Q3
Haryana,2019,3,Panipat,235346,2019-Q3
Haryana,2019,3,Gurugram,1447473,2019-Q3
Haryana,2019,3,Kaithal,123358,2019-Q3
Haryana,2019,3,Kurukshetra,150733,2019-Q3
Haryana,2019,3,Jhajjar,185095,2019-Q3
Haryana,2019,4,Yamunanagar,159678,2019-Q4
Haryana,2019,4,Sonipat,291479,2019-Q4
Haryana,2019,4,Jind,170946,2019-Q4
Haryana,2019,4,Rohtak,209750,2019-Q4
Haryana,2019,4,Faridabad,862595,2019-Q4
Haryana,2019,4,Mahendragarh,162341,2019-Q4
Haryana,2019,4,Hisar,339753,2019-Q4
Haryana,2019,4,Karnal,255280,2019-Q4
Haryana,2019,4,Fatehabad,137065,2019-Q4
Haryana,2019,4,Palwal,209434,2019-Q4
Haryana,2019,4,Charkhi Dadri,52964,2019-Q4
Haryana,2019,4,Ambala,194413,2019-Q4
Haryana,2019,4,Rewari,294161,2019-Q4
Haryana,2019,4,Panchkula,147023,2019-Q4
Haryana,2019,4,Bhiwani,187294,2019-Q4
Haryana,2019,4,Sirsa,196540,2019-Q4
Haryana,2019,4,Mewat,149894,2019-Q4
Haryana,2019,4,Panipat,262435,2019-Q4
Haryana,2019,4,Gurugram,1574240,2019-Q4
Haryana,2019,4,Kaithal,136563,2019-Q4
Haryana,2019,4,Kurukshetra,166454,2019-Q4
Haryana,2019,4,Jhajjar,206377,2019-Q4
Haryana,2020,1,Yamunanagar,178961,2020-Q1
Haryana,2020,1,Sonipat,325111,2020-Q1
Haryana,2020,1,Jind,190347,2020-Q1
Haryana,2020,1,Rohtak,231317,2020-Q1
Haryana,2020,1,Faridabad,935992,2020-Q1
Haryana,2020,1,Mahendragarh,181158,2020-Q1
Haryana,2020,1,Hisar,382469,2020-Q1
Haryana,2020,1,Karnal,283270,2020-Q1
Haryana,2020,1,Fatehabad,152969,2020-Q1
Haryana,2020,1,Palwal,233542,2020-Q1
Haryana,2020,1,Charkhi Dadri,59348,2020-Q1
Haryana,2020,1,Ambala,215379,2020-Q1
Haryana,2020,1,Rewari,323001,2020-Q1
Haryana,2020,1,Panchkula,160534,2020-Q1
Haryana,2020,1,Bhiwani,208228,2020-Q1
Haryana,2020,1,Sirsa,219623,2020-Q1
Haryana,2020,1,Mewat,176392,2020-Q1
Haryana,2020,1,Panipat,293916,2020-Q1
Haryana,2020,1,Gurugram,1700505,2020-Q1
Haryana,2020,1,Kaithal,151832,2020-Q1
Haryana,2020,1,Kurukshetra,184817,2020-Q1
Haryana,2020,1,Jhajjar,230059,2020-Q1
Haryana,2020,2,Yamunanagar,200549,2020-Q2
Haryana,2020,2,Sonipat,362890,2020-Q2
Haryana,2020,2,Jind,211019,2020-Q2
Haryana,2020,2,Rohtak,254647,2020-Q2
Haryana,2020,2,Faridabad,1010271,2020-Q2
Haryana,2020,2,Mahendragarh,203682,2020-Q2
Haryana,2020,2,Hisar,417164,2020-Q2
Haryana,2020,2,Karnal,313828,2020-Q2
Haryana,2020,2,Fatehabad,168959,2020-Q2
Haryana,2020,2,Palwal,259528,2020-Q2
Haryana,2020,2,Charkhi Dadri,67004,2020-Q2
Haryana,2020,2,Ambala,239160,2020-Q2
Haryana,2020,2,Rewari,354024,2020-Q2
Haryana,2020,2,Panchkula,175646,2020-Q2
Haryana,2020,2,Bhiwani,232402,2020-Q2
Haryana,2020,2,Sirsa,242506,2020-Q2
Haryana,2020,2,Mewat,205921,2020-Q2
Haryana,2020,2,Panipat,324833,2020-Q2
Haryana,2020,2,Gurugram,1809777,2020-Q2
Haryana,2020,2,Kaithal,168699,2020-Q2
Haryana,2020,2,Kurukshetra,203788,2020-Q2
Haryana,2020,2,Jhajjar,256581,2020-Q2
Haryana,2020,3,Yamunanagar,221375,2020-Q3
Haryana,2020,3,Sonipat,402001,2020-Q3
Haryana,2020,3,Jind,232549,2020-Q3
Haryana,2020,3,Rohtak,280325,2020-Q3
Haryana,2020,3,Faridabad,1094570,2020-Q3
Haryana,2020,3,Mahendragarh,225580,2020-Q3
Haryana,2020,3,Hisar,453910,2020-Q3
Haryana,2020,3,Karnal,344289,2020-Q3
Haryana,2020,3,Fatehabad,184755,2020-Q3
Haryana,2020,3,Palwal,285223,2020-Q3
Haryana,2020,3,Charkhi Dadri,74479,2020-Q3
Haryana,2020,3,Ambala,262146,2020-Q3
Haryana,2020,3,Rewari,388025,2020-Q3
Haryana,2020,3,Panchkula,191215,2020-Q3
Haryana,2020,3,Bhiwani,255889,2020-Q3
Haryana,2020,3,Sirsa,266572,2020-Q3
Haryana,2020,3,Mewat,234889,2020-Q3
Haryana,2020,3,Panipat,357830,2020-Q3
Haryana,2020,3,Gurugram,1949331,2020-Q3
Haryana,2020,3,Kaithal,185714,2020-Q3
Haryana,2020,3,Kurukshetra,223297,2020-Q3
Haryana,2020,3,Jhajjar,284852,2020-Q3
Haryana,2020,4,Yamunanagar,242753,2020-Q4
Haryana,2020,4,Sonipat,441088,2020-Q4
Haryana,2020,4,Jind,254452,2020-Q4
Haryana,2020,4,Rohtak,305922,2020-Q4
Haryana,2020,4,Faridabad,1182635,2020-Q4
Haryana,2020,4,Mahendragarh,245723,2020-Q4
Haryana,2020,4,Hisar,490971,2020-Q4
Haryana,2020,4,Karnal,374733,2020-Q4
Haryana,2020,4,Fatehabad,200390,2020-Q4
Haryana,2020,4,Palwal,310698,2020-Q4
Haryana,2020,4,Charkhi Dadri,81772,2020-Q4
Haryana,2020,4,Ambala,285566,2020-Q4
Haryana,2020,4,Rewari,421106,2020-Q4
Haryana,2020,4,Panchkula,207622,2020-Q4
Haryana,2020,4,Bhiwani,279824,2020-Q4
Haryana,2020,4,Sirsa,289231,2020-Q4
Haryana,2020,4,Mewat,260584,2020-Q4
Haryana,2020,4,Panipat,391952,2020-Q4
Haryana,2020,4,Gurugram,2104240,2020-Q4
Haryana,2020,4,Kaithal,202911,2020-Q4
