State,Year,Quarter,District,Registered_Users,YearQuarter
Gujarat,2020,1,Banas Kantha,386212,2020-Q1
Gujarat,2020,1,Bharuch,384819,2020-Q1
Gujarat,2020,1,Mahesana,349897,2020-Q1
Gujarat,2020,1,Kachchh,347270,2020-Q1
Gujarat,2020,1,Valsad,330053,2020-Q1
Gujarat,2020,2,Ahmadabad,2384154,2020-Q2
Gujarat,2020,2,Surat,1935894,2020-Q2
Gujarat,2020,2,Vadodara,830759,2020-Q2
Gujarat,2020,2,Rajkot,522650,2020-Q2
Gujarat,2020,2,Gandhinagar,488351,2020-Q2
Gujarat,2020,2,Banas Kantha,446603,2020-Q2
Gujarat,2020,2,Bharuch,423017,2020-Q2
Gujarat,2020,2,Mahesana,389562,2020-Q2
Gujarat,2020,2,Kachchh,385480,2020-Q2
Gujarat,2020,2,Valsad,372771,2020-Q2
Gujarat,2020,3,Ahmadabad,2580178,2020-Q3
Gujarat,2020,3,Surat,2092712,2020-Q3
Gujarat,2020,3,Vadodara,901492,2020-Q3
Gujarat,2020,3,Rajkot,573062,2020-Q3
Gujarat,2020,3,Gandhinagar,529771,2020-Q3
Gujarat,2020,3,Banas Kantha,501471,2020-Q3
Gujarat,2020,3,Bharuch,462292,2020-Q3
Gujarat,2020,3,Mahesana,427950,2020-Q3
Gujarat,2020,3,Kachchh,423729,2020-Q3
Gujarat,2020,3,Valsad,410740,2020-Q3
Gujarat,2020,4,Ahmadabad,2787991,2020-Q4
Gujarat,2020,4,Surat,2278232,2020-Q4
Gujarat,2020,4,Vadodara,980658,2020-Q4
Gujarat,2020,4,Rajkot,627654,2020-Q4
Gujarat,2020,4,Gandhinagar,572461,2020-Q4
Gujarat,2020,4,Banas Kantha,551645,2020-Q4
Gujarat,2020,4,Bharuch,508005,2020-Q4
Gujarat,2020,4,Kachchh,466855,2020-Q4
Gujarat,2020,4,Mahesana,464932,2020-Q4
Gujarat,2020,4,Valsad,452628,2020-Q4
Gujarat,2021,1,Ahmadabad,2999575,2021-Q1
Gujarat,2021,1,Surat,2458596,2021-Q1
Gujarat,2021,1,Vadodara,1053954,2021-Q1
Gujarat,2021,1,Rajkot,677301,2021-Q1
Gujarat,2021,1,Gandhinagar,615315,2021-Q1
Gujarat,2021,1,Banas Kantha,598384,2021-Q1
Gujarat,2021,1,Bharuch,548541,2021-Q1
Gujarat,2021,1,Kachchh,505517,2021-Q1
Gujarat,2021,1,Mahesana,500511,2021-Q1
Gujarat,2021,1,Valsad,489062,2021-Q1
Gujarat,2021,2,Ahmadabad,3209841,2021-Q2
Gujarat,2021,2,Surat,2633443,2021-Q2
Gujarat,2021,2,Vadodara,1127636,2021-Q2
Gujarat,2021,2,Rajkot,726817,2021-Q2
Gujarat,2021,2,Gandhinagar,658428,2021-Q2
Gujarat,2021,2,Banas Kantha,645073,2021-Q2
Gujarat,2021,2,Bharuch,588777,2021-Q2
Gujarat,2021,2,Kachchh,543585,2021-Q2
Gujarat,2021,2,Mahesana,536645,2021-Q2
Gujarat,2021,2,Valsad,524614,2021-Q2
Gujarat,2021,3,Ahmadabad,3445024,2021-Q3
Gujarat,2021,3,Surat,2830392,2021-Q3
Gujarat,2021,3,Vadodara,1210266,2021-Q3
Gujarat,2021,3,Rajkot,782611,2021-Q3
Gujarat,2021,3,Gandhinagar,706654,2021-Q3
Gujarat,2021,3,Banas Kantha,698841,2021-Q3
Gujarat,2021,3,Bharuch,634589,2021-Q3
Gujarat,2021,3,Kachchh,587589,2021-Q3
Gujarat,2021,3,Mahesana,578072,2021-Q3
Gujarat,2021,3,Valsad,565423,2021-Q3
Gujarat,2021,4,Ahmadabad,3679243,2021-Q4
Gujarat,2021,4,Surat,3026960,2021-Q4
Gujarat,2021,4,Vadodara,1292097,2021-Q4
Gujarat,2021,4,Rajkot,837869,2021-Q4
Gujarat,2021,4,Gandhinagar,754369,2021-Q4
Gujarat,2021,4,Banas Kantha,751116,2021-Q4
Gujarat,2021,4,Bharuch,679705,2021-Q4
Gujarat,2021,4,Kachchh,630878,2021-Q4
Gujarat,2021,4,Mahesana,618376,2021-Q4
Gujarat,2021,4,Valsad,605655,2021-Q4
Gujarat,2022,1,Ahmadabad,3897869,2022-Q1
Gujarat,2022,1,Surat,3210535,2022-Q1
Gujarat,2022,1,Vadodara,1368210,2022-Q1
Gujarat,2022,1,Rajkot,889499,2022-Q1
Gujarat,2022,1,Banas Kantha,802470,2022-Q1
Gujarat,2022,1,Gandhinagar,799301,2022-Q1
Gujarat,2022,1,Bharuch,722367,2022-Q1
Gujarat,2022,1,Kachchh,671465,2022-Q1
Gujarat,2022,1,Mahesana,656908,2022-Q1
Gujarat,2022,1,Valsad,643742,2022-Q1
Gujarat,2022,2,Ahmadabad,4105172,2022-Q2
Gujarat,2022,2,Surat,3385398,2022-Q2
Gujarat,2022,2,Vadodara,1440949,2022-Q2
Gujarat,2022,2,Rajkot,937863,2022-Q2
Gujarat,2022,2,Banas Kantha,849884,2022-Q2
Gujarat,2022,2,Gandhinagar,841732,2022-Q2
Gujarat,2022,2,Bharuch,762752,2022-Q2
Gujarat,2022,2,Kachchh,709339,2022-Q2
Gujarat,2022,2,Mahesana,692794,2022-Q2
Gujarat,2022,2,Valsad,679340,2022-Q2
Gujarat,2022,3,Ahmadabad,4319512,2022-Q3
Gujarat,2022,3,Surat,3567767,2022-Q3
Gujarat,2022,3,Vadodara,1515556,2022-Q3
Gujarat,2022,3,Rajkot,986904,2022-Q3
Gujarat,2022,3,Banas Kantha,896869,2022-Q3
Gujarat,2022,3,Gandhinagar,885535,2022-Q3
Gujarat,2022,3,Bharuch,803845,2022-Q3
Gujarat,2022,3,Kachchh,747079,2022-Q3
Gujarat,2022,3,Mahesana,729723,2022-Q3
Gujarat,2022,3,Valsad,716467,2022-Q3
Gujarat,2022,4,Ahmadabad,4530853,2022-Q4
Gujarat,2022,4,Surat,3747780,2022-Q4
Gujarat,2022,4,Vadodara,1587831,2022-Q4
Gujarat,2022,4,Rajkot,1033159,2022-Q4
Gujarat,2022,4,Banas Kantha,939693,2022-Q4
Gujarat,2022,4,Gandhinagar,927585,2022-Q4
Gujarat,2022,4,Bharuch,842519,2022-Q4
Gujarat,2022,4,Kachchh,781383,2022-Q4
Gujarat,2022,4,Mahesana,763693,2022-Q4
Gujarat,2022,4,Valsad,751767,2022-Q4
Haryana,2018,1,Gurugram,474081,2018-Q1
Haryana,2018,1,Faridabad,231504,2018-Q1
Haryana,2018,1,Hisar,113872,2018-Q1
Haryana,2018,1,Rewari,85350,2018-Q1
Haryana,2018,1,Sonipat,79638,2018-Q1
Haryana,2018,1,Panipat,74739,2018-Q1
Haryana,2018,1,Karnal,73612,2018-Q1
Haryana,2018,1,Sirsa,70800,2018-Q1
Haryana,2018,1,Rohtak,62452,2018-Q1
Haryana,2018,1,Bhiwani,57585,2018-Q1
Haryana,2018,2,Gurugram,621718,2018-Q2
Haryana,2018,2,Faridabad,306358,2018-Q2
Haryana,2018,2,Hisar,147599,2018-Q2
Haryana,2018,2,Rewari,113056,2018-Q2
Haryana,2018,2,Sonipat,106837,2018-Q2
Haryana,2018,2,Panipat,101243,2018-Q2
Haryana,2018,2,Karnal,98276,2018-Q2
Haryana,2018,2,Sirsa,91908,2018-Q2
Haryana,2018,2,Rohtak,82822,2018-Q2
Haryana,2018,2,Bhiwani,75485,2018-Q2
Haryana,2018,3,Gurugram,767369,2018-Q3
Haryana,2018,3,Faridabad,383316,2018-Q3
Haryana,2018,3,Hisar,176380,2018-Q3
Haryana,2018,3,Rewari,138368,2018-Q3
Haryana,2018,3,Sonipat,132705,2018-Q3
Haryana,2018,3,Panipat,124290,2018-Q3
Haryana,2018,3,Karnal,121471,2018-Q3
Haryana,2018,3,Sirsa,109165,2018-Q3
Haryana,2018,3,Rohtak,101649,2018-Q3
Haryana,2018,3,Ambala,92472,2018-Q3
Haryana,2018,4,Gurugram,967781,2018-Q4
Haryana,2018,4,Faridabad,521996,2018-Q4
Haryana,2018,4,Hisar,210671,2018-Q4
Haryana,2018,4,Rewari,172035,2018-Q4
Haryana,2018,4,Sonipat,165599,2018-Q4
Haryana,2018,4,Panipat,153137,2018-Q4
Haryana,2018,4,Karnal,149062,2018-Q4
Haryana,2018,4,Sirsa,127874,2018-Q4
Haryana,2018,4,Rohtak,124365,2018-Q4
Haryana,2018,4,Jhajjar,114488,2018-Q4
Haryana,2019,1,Gurugram,1159832,2019-Q1
Haryana,2019,1,Faridabad,634024,2019-Q1
Haryana,2019,1,Hisar,245236,2019-Q1
Haryana,2019,1,Rewari,207051,2019-Q1
Haryana,2019,1,Sonipat,199593,2019-Q1
Haryana,2019,1,Panipat,181548,2019-Q1
Haryana,2019,1,Karnal,177042,2019-Q1
Haryana,2019,1,Rohtak,147392,2019-Q1
Haryana,2019,1,Sirsa,146936,2019-Q1
Haryana,2019,1,Palwal,141953,2019-Q1
Haryana,2019,2,Gurugram,1307319,2019-Q2
Haryana,2019,2,Faridabad,716593,2019-Q2
Haryana,2019,2,Hisar,277720,2019-Q2
Haryana,2019,2,Rewari,238349,2019-Q2
Haryana,2019,2,Sonipat,230883,2019-Q2
Haryana,2019,2,Panipat,208172,2019-Q2
Haryana,2019,2,Karnal,204255,2019-Q2
Haryana,2019,2,Rohtak,169372,2019-Q2
Haryana,2019,2,Palwal,165665,2019-Q2
Haryana,2019,2,Sirsa,163468,2019-Q2
Haryana,2019,3,Gurugram,1447473,2019-Q3
Haryana,2019,3,Faridabad,792884,2019-Q3
Haryana,2019,3,Hisar,308179,2019-Q3
Haryana,2019,3,Rewari,266893,2019-Q3
Haryana,2019,3,Sonipat,261554,2019-Q3
Haryana,2019,3,Panipat,235346,2019-Q3
Haryana,2019,3,Karnal,230603,2019-Q3
Haryana,2019,3,Rohtak,190137,2019-Q3
Haryana,2019,3,Palwal,188217,2019-Q3
Haryana,2019,3,Jhajjar,185095,2019-Q3
Haryana,2019,4,Gurugram,1574240,2019-Q4
Haryana,2019,4,Faridabad,862595,2019-Q4
Haryana,2019,4,Hisar,339753,2019-Q4
Haryana,2019,4,Rewari,294161,2019-Q4
Haryana,2019,4,Sonipat,291479,2019-Q4
Haryana,2019,4,Panipat,262435,2019-Q4
Haryana,2019,4,Karnal,255280,2019-Q4
Haryana,2019,4,Rohtak,209750,2019-Q4
Haryana,2019,4,Palwal,209434,2019-Q4
Haryana,2019,4,Jhajjar,206377,2019-Q4
Haryana,2020,1,Gurugram,1700505,2020-Q1
Haryana,2020,1,Faridabad,935992,2020-Q1
Haryana,2020,1,Hisar,382469,2020-Q1
Haryana,2020,1,Sonipat,325111,2020-Q1
Haryana,2020,1,Rewari,323001,2020-Q1
Haryana,2020,1,Panipat,293916,2020-Q1
Haryana,2020,1,Karnal,283270,2020-Q1
Haryana,2020,1,Palwal,233542,2020-Q1
Haryana,2020,1,Rohtak,231317,2020-Q1
Haryana,2020,1,Jhajjar,230059,2020-Q1
Haryana,2020,2,Gurugram,1809777,2020-Q2
Haryana,2020,2,Faridabad,1010271,2020-Q2
Haryana,2020,2,Hisar,417164,2020-Q2
Haryana,2020,2,Sonipat,362890,2020-Q2
Haryana,2020,2,Rewari,354024,2020-Q2
Haryana,2020,2,Panipat,324833,2020-Q2
Haryana,2020,2,Karnal,313828,2020-Q2
Haryana,2020,2,Palwal,259528,2020-Q2
Haryana,2020,2,Jhajjar,256581,2020-Q2
Haryana,2020,2,Rohtak,254647,2020-Q2
Haryana,2020,3,Gurugram,1949331,2020-Q3
Haryana,2020,3,Faridabad,1094570,2020-Q3
Haryana,2020,3,Hisar,453910,2020-Q3
Haryana,2020,3,Sonipat,402001,2020-Q3
Haryana,2020,3,Rewari,388025,2020-Q3
Haryana,2020,3,Panipat,357830,2020-Q3
Haryana,2020,3,Karnal,344289,2020-Q3
Haryana,2020,3,Palwal,285223,2020-Q3
Haryana,2020,3,Jhajjar,284852,2020-Q3
Haryana,2020,3,Rohtak,280325,2020-Q3
Haryana,2020,4,Gurugram,2104240,2020-Q4
Haryana,2020,4,Faridabad,1182635,2020-Q4
Haryana,2020,4,Hisar,490971,2020-Q4
Haryana,2020,4,Sonipat,441088,2020-Q4
Haryana,2020,4,Rewari,421106,2020-Q4
Haryana,2020,4,Panipat,391952,2020-Q4
Haryana,2020,4,Karnal,374733,2020-Q4
Haryana,2020,4,Jhajjar,313144,2020-Q4
Haryana,2020,4,Palwal,310698,2020-Q4
Haryana,2020,4,Rohtak,305922,2020-Q4
Haryana,2021,1,Gurugram,2262589,2021-Q1
Haryana,2021,1,Faridabad,1272506,2021-Q1
Haryana,2021,1,Hisar,526528,2021-Q1
Haryana,2021,1,Sonipat,475192,2021-Q1
Haryana,2021,1,Rewari,453500,2021-Q1
Haryana,2021,1,Panipat,423131,2021-Q1
Haryana,2021,1,Karnal,402850,2021-Q1
Haryana,2021,1,Jhajjar,337303,2021-Q1
Haryana,2021,1,Palwal,335048,2021-Q1
Haryana,2021,1,Rohtak,329147,2021-Q1
Haryana,2021,2,Gurugram,2416391,2021-Q2
Haryana,2021,2,Faridabad,1360855,2021-Q2
Haryana,2021,2,Hisar,564047,2021-Q2
Haryana,2021,2,Sonipat,510058,2021-Q2
Haryana,2021,2,Rewari,485784,2021-Q2
Haryana,2021,2,Panipat,454218,2021-Q2
Haryana,2021,2,Karnal,432042,2021-Q2
Haryana,2021,2,Jhajjar,362160,2021-Q2
Haryana,2021,2,Palwal,359544,2021-Q2
Haryana,2021,2,Rohtak,353305,2021-Q2
Haryana,2021,3,Gurugram,2589324,2021-Q3
Haryana,2021,3,Faridabad,1459758,2021-Q3
Haryana,2021,3,Hisar,606513,2021-Q3
Haryana,2021,3,Sonipat,549613,2021-Q3
Haryana,2021,3,Rewari,522734,2021-Q3
Haryana,2021,3,Panipat,489226,2021-Q3
Haryana,2021,3,Karnal,464990,2021-Q3
Haryana,2021,3,Jhajjar,390612,2021-Q3
Haryana,2021,3,Palwal,387557,2021-Q3
Haryana,2021,3,Rohtak,380370,2021-Q3
Haryana,2021,4,Gurugram,2764490,2021-Q4
Haryana,2021,4,Faridabad,1559756,2021-Q4
Haryana,2021,4,Hisar,648827,2021-Q4
Haryana,2021,4,Sonipat,588700,2021-Q4
Haryana,2021,4,Rewari,559494,2021-Q4
Haryana,2021,4,Panipat,523678,2021-Q4
Haryana,2021,4,Karnal,497166,2021-Q4
Haryana,2021,4,Jhajjar,418950,2021-Q4
Haryana,2021,4,Palwal,415495,2021-Q4
Haryana,2021,4,Rohtak,407245,2021-Q4
Haryana,2022,1,Gurugram,2929873,2022-Q1
Haryana,2022,1,Faridabad,1654074,2022-Q1
Haryana,2022,1,Hisar,689980,2022-Q1
Haryana,2022,1,Sonipat,626016,2022-Q1
Haryana,2022,1,Rewari,595001,2022-Q1
Haryana,2022,1,Panipat,556104,2022-Q1
Haryana,2022,1,Karnal,527415,2022-Q1
Haryana,2022,1,Jhajjar,445888,2022-Q1
Haryana,2022,1,Palwal,441872,2022-Q1
Haryana,2022,1,Rohtak,432623,2022-Q1
Haryana,2022,2,Gurugram,3088176,2022-Q2
Haryana,2022,2,Faridabad,1743764,2022-Q2
Haryana,2022,2,Hisar,727942,2022-Q2
Haryana,2022,2,Sonipat,661278,2022-Q2
Haryana,2022,2,Rewari,628614,2022-Q2
Haryana,2022,2,Panipat,587006,2022-Q2
Haryana,2022,2,Karnal,555939,2022-Q2
Haryana,2022,2,Jhajjar,471357,2022-Q2
Haryana,2022,2,Palwal,466861,2022-Q2
Haryana,2022,2,Rohtak,456537,2022-Q2
Haryana,2022,3,Gurugram,3251792,2022-Q3
Haryana,2022,3,Faridabad,1837594,2022-Q3
Haryana,2022,3,Hisar,766206,2022-Q3
Haryana,2022,3,Sonipat,697349,2022-Q3
Haryana,2022,3,Rewari,663418,2022-Q3
Haryana,2022,3,Panipat,618937,2022-Q3
Haryana,2022,3,Karnal,584928,2022-Q3
Haryana,2022,3,Jhajjar,497580,2022-Q3
Haryana,2022,3,Palwal,492837,2022-Q3
Haryana,2022,3,Rohtak,481082,2022-Q3
Haryana,2022,4,Gurugram,3416098,2022-Q4
Haryana,2022,4,Faridabad,1930743,2022-Q4
Haryana,2022,4,Hisar,801156,2022-Q4
Haryana,2022,4,Sonipat,731324,2022-Q4
Haryana,2022,4,Rewari,696113,2022-Q4
Haryana,2022,4,Panipat,649292,2022-Q4
Haryana,2022,4,Karnal,611868,2022-Q4
Haryana,2022,4,Jhajjar,521692,2022-Q4
Haryana,2022,4,Palwal,516553,2022-Q4
Haryana,2022,4,Rohtak,504058,2022-Q4
Himachal Pradesh,2018,1,Solan,50035,2018-Q1
Himachal Pradesh,2018,1,Kangra,39016,2018-Q1
Himachal Pradesh,2018,1,Shimla,28214,2018-Q1
Himachal Pradesh,2018,1,Mandi,26238,2018-Q1
Himachal Pradesh,2018,1,Sirmaur,15880,2018-Q1
Himachal Pradesh,2018,1,Hamirpur,15614,2018-Q1
Himachal Pradesh,2018,1,Kullu,15318,2018-Q1
Himachal Pradesh,2018,1,Una,13234,2018-Q1
Himachal Pradesh,2018,1,Bilaspur,11975,2018-Q1
Himachal Pradesh,2018,1,Chamba,8678,2018-Q1
Himachal Pradesh,2018,2,Solan,68950,2018-Q2
Himachal Pradesh,2018,2,Kangra,54828,2018-Q2
Himachal Pradesh,2018,2,Shimla,38590,2018-Q2
Himachal Pradesh,2018,2,Mandi,36126,2018-Q2
Himachal Pradesh,2018,2,Sirmaur,22379,2018-Q2
Himachal Pradesh,2018,2,Hamirpur,21374,2018-Q2
Himachal Pradesh,2018,2,Kullu,21077,2018-Q2
Himachal Pradesh,2018,2,Una,18691,2018-Q2
Himachal Pradesh,2018,2,Bilaspur,16531,2018-Q2
Himachal Pradesh,2018,2,Chamba,12259,2018-Q2
Himachal Pradesh,2018,3,Solan,88724,2018-Q3
Himachal Pradesh,2018,3,Kangra,71494,2018-Q3
Himachal Pradesh,2018,3,Shimla,49820,2018-Q3
Himachal Pradesh,2018,3,Mandi,45876,2018-Q3
Himachal Pradesh,2018,3,Sirmaur,28959,2018-Q3
Himachal Pradesh,2018,3,Hamirpur,27915,2018-Q3
Himachal Pradesh,2018,3,Kullu,26840,2018-Q3
Himachal Pradesh,2018,3,Una,24952,2018-Q3
Himachal Pradesh,2018,3,Bilaspur,21030,2018-Q3
Himachal Pradesh,2018,3,Chamba,16157,2018-Q3
Himachal Pradesh,2018,4,Solan,113278,2018-Q4
Himachal Pradesh,2018,4,Kangra,92887,2018-Q4
Himachal Pradesh,2018,4,Shimla,64640,2018-Q4
Himachal Pradesh,2018,4,Mandi,58526,2018-Q4
Himachal Pradesh,2018,4,Sirmaur,38194,2018-Q4
Himachal Pradesh,2018,4,Hamirpur,35979,2018-Q4
Himachal Pradesh,2018,4,Kullu,34719,2018-Q4
Himachal Pradesh,2018,4,Una,32451,2018-Q4
Himachal Pradesh,2018,4,Bilaspur,26517,2018-Q4
Himachal Pradesh,2018,4,Chamba,21538,2018-Q4
Himachal Pradesh,2019,1,Solan,139300,2019-Q1
Himachal Pradesh,2019,1,Kangra,115120,2019-Q1
Himachal Pradesh,2019,1,Shimla,80651,2019-Q1
Himachal Pradesh,2019,1,Mandi,72963,2019-Q1
Himachal Pradesh,2019,1,Sirmaur,47638,2019-Q1
Himachal Pradesh,2019,1,Hamirpur,44206,2019-Q1
Himachal Pradesh,2019,1,Kullu,43436,2019-Q1
Himachal Pradesh,2019,1,Una,40315,2019-Q1
Himachal Pradesh,2019,1,Bilaspur,32537,2019-Q1
Himachal Pradesh,2019,1,Chamba,27481,2019-Q1
Himachal Pradesh,2019,2,Solan,159989,2019-Q2
Himachal Pradesh,2019,2,Kangra,139517,2019-Q2
Himachal Pradesh,2019,2,Shimla,96928,2019-Q2
Himachal Pradesh,2019,2,Mandi,86701,2019-Q2
Himachal Pradesh,2019,2,Sirmaur,55409,2019-Q2
Himachal Pradesh,2019,2,Kullu,51977,2019-Q2
Himachal Pradesh,2019,2,Hamirpur,51669,2019-Q2
Himachal Pradesh,2019,2,Una,47644,2019-Q2
Himachal Pradesh,2019,2,Bilaspur,38131,2019-Q2
Himachal Pradesh,2019,2,Chamba,33377,2019-Q2
Himachal Pradesh,2019,3,Solan,178922,2019-Q3
Himachal Pradesh,2019,3,Kangra,160161,2019-Q3
Himachal Pradesh,2019,3,Shimla,110575,2019-Q3
Himachal Pradesh,2019,3,Mandi,98589,2019-Q3
Himachal Pradesh,2019,3,Sirmaur,62048,2019-Q3
Himachal Pradesh,2019,3,Kullu,59192,2019-Q3
Himachal Pradesh,2019,3,Hamirpur,58950,2019-Q3
Himachal Pradesh,2019,3,Una,54164,2019-Q3
Himachal Pradesh,2019,3,Bilaspur,43115,2019-Q3
Himachal Pradesh,2019,3,Chamba,37974,2019-Q3
Himachal Pradesh,2019,4,Solan,198962,2019-Q4
Himachal Pradesh,2019,4,Kangra,181133,2019-Q4
Himachal Pradesh,2019,4,Shimla,124960,2019-Q4
Himachal Pradesh,2019,4,Mandi,111017,2019-Q4
Himachal Pradesh,2019,4,Sirmaur,69583,2019-Q4
Himachal Pradesh,2019,4,Kullu,66640,2019-Q4
Himachal Pradesh,2019,4,Hamirpur,66179,2019-Q4
Himachal Pradesh,2019,4,Una,61055,2019-Q4
Himachal Pradesh,2019,4,Bilaspur,48453,2019-Q4
Himachal Pradesh,2019,4,Chamba,43715,2019-Q4
Himachal Pradesh,2020,1,Solan,220293,2020-Q1
Himachal Pradesh,2020,1,Kangra,205367,2020-Q1
Himachal Pradesh,2020,1,Shimla,139890,2020-Q1
Himachal Pradesh,2020,1,Mandi,124971,2020-Q1
Himachal Pradesh,2020,1,Sirmaur,77972,2020-Q1
Himachal Pradesh,2020,1,Kullu,74668,2020-Q1
Himachal Pradesh,2020,1,Hamirpur,73945,2020-Q1
Himachal Pradesh,2020,1,Una,68564,2020-Q1
Himachal Pradesh,2020,1,Bilaspur,54024,2020-Q1
Himachal Pradesh,2020,1,Chamba,50169,2020-Q1
Himachal Pradesh,2020,2,Solan,243732,2020-Q2
Himachal Pradesh,2020,2,Kangra,235773,2020-Q2
Himachal Pradesh,2020,2,Shimla,156539,2020-Q2
Himachal Pradesh,2020,2,Mandi,142668,2020-Q2
Himachal Pradesh,2020,2,Sirmaur,88117,2020-Q2
Himachal Pradesh,2020,2,Hamirpur,84216,2020-Q2
Himachal Pradesh,2020,2,Kullu,82616,2020-Q2
Himachal Pradesh,2020,2,Una,78363,2020-Q2
Himachal Pradesh,2020,2,Bilaspur,61050,2020-Q2
Himachal Pradesh,2020,2,Chamba,58362,2020-Q2
Himachal Pradesh,2020,3,Solan,265701,2020-Q3
Himachal Pradesh,2020,3,Kangra,261293,2020-Q3
Himachal Pradesh,2020,3,Shimla,172418,2020-Q3
Himachal Pradesh,2020,3,Mandi,158237,2020-Q3
Himachal Pradesh,2020,3,Sirmaur,97464,2020-Q3
Himachal Pradesh,2020,3,Hamirpur,93465,2020-Q3
Himachal Pradesh,2020,3,Kullu,90699,2020-Q3
Himachal Pradesh,2020,3,Una,86177,2020-Q3
Himachal Pradesh,2020,3,Bilaspur,67233,2020-Q3
Himachal Pradesh,2020,3,Chamba,65214,2020-Q3
Himachal Pradesh,2020,4,Solan,289889,2020-Q4
Himachal Pradesh,2020,4,Kangra,285210,2020-Q4
Himachal Pradesh,2020,4,Shimla,189005,2020-Q4
Himachal Pradesh,2020,4,Mandi,173403,2020-Q4
Himachal Pradesh,2020,4,Sirmaur,107144,2020-Q4
Himachal Pradesh,2020,4,Hamirpur,101825,2020-Q4
Himachal Pradesh,2020,4,Kullu,99814,2020-Q4
Himachal Pradesh,2020,4,Una,93778,2020-Q4
Himachal Pradesh,2020,4,Bilaspur,73296,2020-Q4
Himachal Pradesh,2020,4,Chamba,72124,2020-Q4
Himachal Pradesh,2021,1,Solan,312360,2021-Q1
Himachal Pradesh,2021,1,Kangra,306531,2021-Q1
Himachal Pradesh,2021,1,Shimla,202911,2021-Q1
Himachal Pradesh,2021,1,Mandi,186340,2021-Q1
Himachal Pradesh,2021,1,Sirmaur,115705,2021-Q1
Himachal Pradesh,2021,1,Hamirpur,109372,2021-Q1
Himachal Pradesh,2021,1,Kullu,107536,2021-Q1
Himachal Pradesh,2021,1,Una,100832,2021-Q1
Himachal Pradesh,2021,1,Bilaspur,78663,2021-Q1
Himachal Pradesh,2021,1,Chamba,77599,2021-Q1
Himachal Pradesh,2021,2,Solan,334716,2021-Q2
Himachal Pradesh,2021,2,Kangra,329232,2021-Q2
Himachal Pradesh,2021,2,Shimla,218068,2021-Q2
Himachal Pradesh,2021,2,Mandi,200277,2021-Q2
Himachal Pradesh,2021,2,Sirmaur,124764,2021-Q2
Himachal Pradesh,2021,2,Hamirpur,117381,2021-Q2
Himachal Pradesh,2021,2,Kullu,115278,2021-Q2
Himachal Pradesh,2021,2,Una,108338,2021-Q2
Himachal Pradesh,2021,2,Bilaspur,84508,2021-Q2
Himachal Pradesh,2021,2,Chamba,83542,2021-Q2
Himachal Pradesh,2021,3,Solan,360324,2021-Q3
Himachal Pradesh,2021,3,Kangra,355274,2021-Q3
Himachal Pradesh,2021,3,Shimla,235163,2021-Q3
Himachal Pradesh,2021,3,Mandi,216188,2021-Q3
Himachal Pradesh,2021,3,Sirmaur,134870,2021-Q3
Himachal Pradesh,2021,3,Hamirpur,126753,2021-Q3
Himachal Pradesh,2021,3,Kullu,124078,2021-Q3
Himachal Pradesh,2021,3,Una,116973,2021-Q3
Himachal Pradesh,2021,3,Bilaspur,91291,2021-Q3
Himachal Pradesh,2021,3,Chamba,90344,2021-Q3
Himachal Pradesh,2021,4,Solan,385901,2021-Q4
Himachal Pradesh,2021,4,Kangra,380492,2021-Q4
Himachal Pradesh,2021,4,Shimla,251745,2021-Q4
Himachal Pradesh,2021,4,Mandi,231360,2021-Q4
Himachal Pradesh,2021,4,Sirmaur,144716,2021-Q4
Himachal Pradesh,2021,4,Hamirpur,135670,2021-Q4
Himachal Pradesh,2021,4,Kullu,132702,2021-Q4
Himachal Pradesh,2021,4,Una,125192,2021-Q4
Himachal Pradesh,2021,4,Bilaspur,97687,2021-Q4
Himachal Pradesh,2021,4,Chamba,96745,2021-Q4
Himachal Pradesh,2022,1,Solan,410487,2022-Q1
Himachal Pradesh,2022,1,Kangra,405048,2022-Q1
Himachal Pradesh,2022,1,Shimla,267642,2022-Q1
Himachal Pradesh,2022,1,Mandi,246307,2022-Q1
Himachal Pradesh,2022,1,Sirmaur,154267,2022-Q1
Himachal Pradesh,2022,1,Hamirpur,144434,2022-Q1
Himachal Pradesh,2022,1,Kullu,141024,2022-Q1
Himachal Pradesh,2022,1,Una,133249,2022-Q1
Himachal Pradesh,2022,1,Bilaspur,104121,2022-Q1
Himachal Pradesh,2022,1,Chamba,103270,2022-Q1
Himachal Pradesh,2022,2,Solan,433753,2022-Q2
Himachal Pradesh,2022,2,Kangra,427676,2022-Q2
Himachal Pradesh,2022,2,Shimla,282560,2022-Q2
Himachal Pradesh,2022,2,Mandi,260233,2022-Q2
Himachal Pradesh,2022,2,Sirmaur,163150,2022-Q2
Himachal Pradesh,2022,2,Hamirpur,152759,2022-Q2
Himachal Pradesh,2022,2,Kullu,148844,2022-Q2
Himachal Pradesh,2022,2,Una,140791,2022-Q2
Himachal Pradesh,2022,2,Bilaspur,110019,2022-Q2
Himachal Pradesh,2022,2,Chamba,109087,2022-Q2
Himachal Pradesh,2022,3,Solan,457393,2022-Q3
Himachal Pradesh,2022,3,Kangra,449619,2022-Q3
Himachal Pradesh,2022,3,Shimla,296508,2022-Q3
Himachal Pradesh,2022,3,Mandi,273475,2022-Q3
Himachal Pradesh,2022,3,Sirmaur,171743,2022-Q3
Himachal Pradesh,2022,3,Hamirpur,160759,2022-Q3
